Substance,Dosage_mg,Unit,Study_ID,Dose_Type,Norm_Text
MDMA,100.0,mg,8722,absolute,"25, 50, and 100 mg"
Ketamine,70.0,mg,4865,relative_weight,1 mg/kg
Ketamine,140.0,mg,4865,relative_weight,2 mg/kg
Ketamine,150.0,mg,901,absolute,150 mg
Ketamine,35.0,mg,901,relative_weight,0.5 mg/kg
Ketamine,75.0,mg,901,absolute,75 and 150 mg
Ketamine,150.0,mg,901,absolute,75 and 150 mg
Ketamine,35.0,mg,3721,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,1596,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,6569,relative_weight,0.5 mg/kg
Ketamine,210.0,mg,2040,relative_weight,3 mg./kg
Ketamine,28.0,mg,5881,absolute,28 mg and 84 mg
Ketamine,84.0,mg,5881,absolute,28 mg and 84 mg
S-Ketamine,28.0,mg,5881,absolute,28 mg and 84 mg
S-Ketamine,84.0,mg,5881,absolute,28 mg and 84 mg
MDMA,75.0,mg,9444,absolute,75 mg
MDMA,700.0,mg,7274,relative_weight,10 mg/kg
Ketamine,21.0,mg,3609,relative_weight,0.3 mg/kg
Ketamine,35.0,mg,8282,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,8549,relative_weight,0.5 mg/kg
Psilocybin,30.0,mg,6293,absolute,30 mg
Psilocybin,1.0,mg,6293,absolute,1 mg
Psilocybin,25.0,mg,1798,absolute,25 mg
Psilocybin,21.0,mg,1798,relative_weight,0.3-0.6 mg/kg
Psilocybin,42.0,mg,1798,relative_weight,0.3-0.6 mg/kg
Ketamine,70.0,mg,505,relative_weight,1 mg/kg
Ketamine,17.5,mg,505,relative_weight,0.25 mg/kg
Ayahuasca,1.0,mg,7308,absolute,1.0 mg
Psilocybin,3.0,mg,5205,absolute,3–30 mg
Psilocybin,30.0,mg,5205,absolute,3–30 mg
LSD,200.0,mg,2264,absolute,200 or 300 mg
LSD,300.0,mg,2264,absolute,200 or 300 mg
LSD,100.0,mg,2264,absolute,100 mg
Ketamine,120.0,mg,2394,absolute,120 mg
Psilocybin,17.5,mg,1322,relative_weight,250 µg/kg
Psilocybin,8.05,mg,1322,relative_weight,115 µg/kg
Ketamine,18.2,mg,4562,relative_weight,0.26 mg/kg
Ketamine,35.0,mg,4559,relative_weight,0.5 mg/kg
MDMA,98.0,mg,519,relative_weight,98 mg/70 kg
MDMA,112.0,mg,96,relative_weight,1.6 mg/kg
MDMA,70.0,mg,96,relative_weight,1.0 mg/kg
LSD,100.0,mg,6166,absolute,100 mg
Psilocybin,100.0,mg,6166,absolute,100 mg
Mescaline,100.0,mg,6166,absolute,100 mg
MDMA,75.0,mg,6866,absolute,75 mg
S-Ketamine,500.0,mg,4316,absolute,500 mg/
S-Ketamine,500.0,mg,4316,absolute,500 mg
S-Ketamine,50.0,mg,4316,absolute,50 mg
MDMA,40.0,mg,2478,absolute,40 mg
MDMA,100.0,mg,8305,absolute,100 mg
Psilocybin,15.05,mg,1320,relative_weight,215 µg/kg
MDMA,140.0,mg,7185,relative_weight,2 mg/kg
MDMA,140.0,mg,2718,relative_weight,2 mg/kg
LSD,0.1,mg,3210,absolute,100 μg
MDMA,100.0,mg,8787,absolute,100 mg
LSD,0.025,mg,6226,absolute,25 μg
MDMA,40.0,mg,2666,absolute,40 mg
MDMA,112.0,mg,7799,relative_weight,1.6 mg/kg
MDMA,1.0,mg,7799,absolute,1.0 and
Ketamine,70.0,mg,2736,relative_weight,1 mg/kg
Ketamine,140.0,mg,2736,relative_weight,2 mg/kg
Ketamine,100.0,mg,7888,absolute,100 mg
Ketamine,0.5950000000000001,mg,1643,relative_weight_time,0.0085 mg/kg/min
Ketamine,29.4,mg,1643,relative_weight,0.42 mg/kg
Ketamine,2.0,mg,1643,absolute,2 mg
MDMA,125.0,mg,8873,absolute,125 mg
Ketamine,35.0,mg,1431,relative_weight,0.5 mg/kg
Psilocybin,20.0,mg,7044,absolute,20 mg
Psilocybin,30.0,mg,8327,relative_weight,30 mg/70 kg
Psilocybin,20.0,mg,8327,relative_weight,20-30 mg/70 kg
Psilocybin,30.0,mg,8327,relative_weight,20-30 mg/70 kg
MDMA,75100.0,mg,9445,absolute,75100 mg
MDMA,105.0,mg,9445,relative_weight,1.5 mg/kg
S-Ketamine,35.0,mg,9004,relative_weight,0.5 mg/kg
LSD,0.5,mg,1137,absolute,0.5
DMT,25.0,mg,7307,absolute,25 mg
MDMA,50.0,mg,7038,absolute,50-200 mg
MDMA,200.0,mg,7038,absolute,50-200 mg
MDMA,50.0,mg,7038,absolute,50 mg
MDMA,50.0,mg,7038,absolute,"50, 100, 150 and 200 mg"
MDMA,200.0,mg,7038,absolute,"50, 100, 150 and 200 mg"
MDMA,100.0,mg,2220,absolute,100
LSD,0.075,mg,6315,absolute,75-100 μg
LSD,0.1,mg,6315,absolute,75-100 μg
LSD,0.0,mg,1335,absolute,0
LSD,100000.0,mg,1335,absolute,100000
MDMA,100.0,mg,2175,absolute,100 mg
MDMA,105.0,mg,3500,relative_weight,1.5 mg/kg
Ketamine,180.0,mg,1641,absolute,180 mg
Ketamine,50.0,mg,1641,absolute,50 mg
Ketamine,0.0,mg,1641,absolute,0 mg
MDMA,105.0,mg,6478,relative_weight,1.5 mg/kg
Ketamine,80.0,mg,4186,absolute,80 or 320 mg/
Ketamine,320.0,mg,4186,absolute,80 or 320 mg/
Salvinorin A,0.25,mg,6020,absolute,"250, 500, 1000, 2000 and 4000 µg"
Salvinorin A,4.0,mg,6020,absolute,"250, 500, 1000, 2000 and 4000 µg"
Salvinorin A,0.0,mg,6020,absolute,0 and 100 µg
Salvinorin A,0.1,mg,6020,absolute,0 and 100 µg
Salvinorin A,0.0,mg,6020,absolute,0‐4000 µg
Salvinorin A,4.0,mg,6020,absolute,0‐4000 µg
Salvinorin A,0.1,mg,6020,absolute,100-4000 µg
Salvinorin A,4.0,mg,6020,absolute,100-4000 µg
Ketamine,35.0,mg,5913,relative_weight,0.5 mg/kg
Salvinorin A,4.0,mg,5570,absolute,4 mg
MDMA,75.0,mg,5352,absolute,75 and a 100 mg
MDMA,100.0,mg,5352,absolute,75 and a 100 mg
Ketamine,140.0,mg,6826,relative_weight_time,2 mg/kg/h
MDMA,125.0,mg,1002,absolute,125 mg
MDMA,112.0,mg,611,relative_weight,1.6 mg/kg
MDMA,70.0,mg,611,relative_weight,1.0 mg/kg
Ayahuasca,2.0,mg,1200,absolute,2
DMT,2.0,mg,1200,absolute,2
MDMA,125.0,mg,3781,absolute,125 mg
Psilocybin,10.0,mg,642,relative_weight,10 mg/70 kg
Ketamine,35.0,mg,4114,relative_weight,0.5 mg/kg
DMT,70.0,mg,5125,relative_time,1 mg/min
MDMA,100.0,mg,6953,absolute,100 mg
MDMA,125.0,mg,8014,absolute,125 mg
Ketamine,105.0,mg,8064,relative_weight_time,1.5-6 mg/kg/h
Ketamine,420.0,mg,8064,relative_weight_time,1.5-6 mg/kg/h
Ketamine,70.0,mg,8064,relative_weight_time,1 mg/kg/h
Ketamine,35.0,mg,8785,relative_weight,0.5 mg/kg
S-Ketamine,14.0,mg,3296,relative_weight,0.2 mg/kg
MDMA,125.0,mg,7829,absolute,125 mg
MDMA,125.0,mg,8270,absolute,125 mg
S-Ketamine,50.0,mg,1895,absolute,50 mg
S-Ketamine,150.0,mg,1895,absolute,150 mg
S-Ketamine,500.0,mg,1895,absolute,500 mg
S-Ketamine,0.35000000000000003,mg,1895,relative_weight,0.005 mg/kg
MDMA,0.03,mg,6939,absolute,"30, 300, and 3000 μg"
MDMA,3.0,mg,6939,absolute,"30, 300, and 3000 μg"
Ketamine,70.0,mg,9255,relative_weight,1.0 mg/kg
Ketamine,0.5,mg,9255,absolute,0.5 and
Ketamine,35.0,mg,9255,relative_weight,0.5 mg/kg
Psilocybin,11.2,mg,6663,relative_weight,160 μg/kg
MDMA,10.0,mg,2534,absolute,"10, 20, and 25 mg"
MDMA,25.0,mg,2534,absolute,"10, 20, and 25 mg"
Ketamine,35.0,mg,5505,relative_weight,0.5 mg/kg
LSD,10.0,mg,2488,absolute,10
MDMA,100.0,mg,7827,absolute,100 mg
MDMA,125.0,mg,3778,absolute,125 mg
LSD,0.05,mg,9150,absolute,50 μg
Ibogaine,80.0,mg,4418,absolute,80 mg
Ketamine,35.0,mg,74,relative_weight,0.5 mg/kg
Ketamine,14.0,mg,3856,relative_weight,0.2 mg/kg
Ketamine,0.0,mg,3856,absolute,0
Ketamine,7.0,mg,3856,relative_weight,0.1 mg/kg
Psilocybin,25.0,mg,5262,absolute,25 mg
MDMA,112.0,mg,7798,relative_weight,1.6 mg/kg
MDMA,1.0,mg,7798,absolute,1.0 or
Ketamine,140.0,mg,6803,relative_weight,2 mg/kg
Ketamine,1.0,mg,2348,absolute,1
LSD,450.0,mg,3470,absolute,450 mg
LSD,10.0,mg,3470,absolute,10-15 mg
LSD,15.0,mg,3470,absolute,10-15 mg
Psilocybin,450.0,mg,3470,absolute,450 mg
Psilocybin,10.0,mg,3470,absolute,10-15 mg
Psilocybin,15.0,mg,3470,absolute,10-15 mg
Mescaline,450.0,mg,3470,absolute,450 mg
Mescaline,10.0,mg,3470,absolute,10-15 mg
Mescaline,15.0,mg,3470,absolute,10-15 mg
Ketamine,35.0,mg,9529,relative_weight,0.5 mg/kg
DMT,17.5,mg,832,relative_weight,250 µg/kg
5-MeO-DMT,18.0,mg,6265,absolute,18 mg
5-MeO-DMT,12.0,mg,6265,absolute,12 mg
5-MeO-DMT,6.0,mg,6265,absolute,6 mg
Psilocybin,25.0,mg,6289,absolute,25 mg
MDMA,6.0,mg,4849,absolute,6 mg
LSD,6.0,mg,4849,absolute,6 mg
MDMA,100.0,mg,6908,absolute,100 mg
Psilocybin,25.0,mg,4444,absolute,25 mg
Ketamine,140.0,mg,4560,relative_weight,2‐.5 mg/kg
Ketamine,70.0,mg,5131,relative_weight,1 mg/kg
MDMA,100.0,mg,5983,absolute,100 mg
MDMA,35.0,mg,4354,relative_weight,0.5 mg/kg
MDMA,70.0,mg,4354,relative_weight,1.0 mg/kg
MDMA,0.0,mg,4354,absolute,0
Psilocybin,1.0,mg,6223,absolute,1 mg
Psilocybin,25.0,mg,6223,absolute,25 mg
Ketamine,70.0,mg,4335,relative_weight,1 mg/kg
Ketamine,1.0,mg,89,absolute,1/mgkg
Ketamine,0.35,mg,6127,relative_weight_time,5 µg/kg/min
Ketamine,70.0,mg,6127,relative_weight,1 mg/kg
MDMA,10.0,mg,9378,absolute,10-784 pg/mg
MDMA,784.0,mg,9378,absolute,10-784 pg/mg
MDMA,3.0,mg,9378,absolute,3
MDMA,10.0,mg,9378,absolute,10
MDMA,100.0,mg,1095,absolute,100-140 mg
MDMA,140.0,mg,1095,absolute,100-140 mg
MDMA,125.0,mg,8871,absolute,125 mg
MDMA,140.0,mg,1094,absolute,140 mg
MDMA,70.0,mg,1114,absolute,70 mg
MDMA,105.0,mg,1551,relative_weight,1.5 mg/kg
MDMA,52.5,mg,1551,relative_weight,0.75 mg/kg
MDMA,105.0,mg,2696,relative_weight,1.5 mg/kg
Ketamine,7.0,mg,487,relative_weight,0.1 mg/kg
Ketamine,7.0,mg,9077,relative_weight,0.1 mg/kg
LSD,90.0,mg,5060,absolute,90-150 mg
LSD,150.0,mg,5060,absolute,90-150 mg
LSD,0.105,mg,3619,relative_weight,1.5 and 2 µg/kg
LSD,0.14,mg,3619,relative_weight,1.5 and 2 µg/kg
LSD,0.14,mg,3619,relative_weight,2 µg/kg
LSD,0.2,mg,318,absolute,200 μg
LSD,0.1,mg,318,absolute,100 μg
Psilocybin,0.2,mg,5004,absolute,0.2 mg
Ketamine,35.0,mg,1762,absolute,35 mg
LSD,0.0,mg,8940,absolute,0
LSD,0.05,mg,8940,absolute,50 μg
MDMA,0.001,mg,670,absolute,1 µg
MDMA,0.006,mg,670,absolute,6 µg
MDMA,0.001,mg,670,absolute,1-250 µg/l
MDMA,0.25,mg,670,absolute,1-250 µg/l
MDMA,6.0,mg,670,absolute,6
LSD,50.0,mg,1797,absolute,50-100 mg
LSD,100.0,mg,1797,absolute,50-100 mg
LSD,0.02,mg,40105807,absolute,20 μg
S-Ketamine,14.0,mg,41859850,relative_weight,0.2-0.3 mg/kg
S-Ketamine,21.0,mg,41859850,relative_weight,0.2-0.3 mg/kg
Ketamine,2100.0,mg,41856690,relative_time,30 mg/h
Psilocybin,25.0,mg,41848690,absolute,25 mg
Psilocybin,5.0,mg,41848690,absolute,5 mg
Psilocybin,5.0,mg,41848690,absolute,5
Psilocybin,7.0,mg,41825921,relative_weight,100 µg/kg
Psilocybin,21.0,mg,41825921,relative_weight,300 µg/kg
Psilocybin,25.0,mg,41819589,absolute,25 mg
Psilocybin,30.0,mg,41805956,relative_weight,30 mg/70 kg
S-Ketamine,0.25,mg,41792101,absolute,0.25 mg·kg⁻¹
Psilocybin,15.0,mg,41741501,absolute,15 or 25 mg
Psilocybin,25.0,mg,41741501,absolute,15 or 25 mg
Psilocybin,15.0,mg,41741501,absolute,15 mg
Ketamine,37.800000000000004,mg,41732712,relative_weight,0.54 mg/kg
LSD,0.008,mg,41713673,absolute,8 μg
LSD,0.006,mg,41713673,absolute,6-20 μg
LSD,0.02,mg,41713673,absolute,6-20 μg
Psilocybin,25.0,mg,41707717,absolute,25 mg
Psilocybin,10.0,mg,41707717,absolute,10 mg
DMT,21.5,mg,41699126,absolute,21.5 mg
5-MeO-DMT,21.5,mg,41699126,absolute,21.5 mg
Ketamine,56.0,mg,41698392,relative_weight,0.8 mg/kg
Psilocybin,2.0,mg,41693474,absolute,2 mg
Psilocybin,25.0,mg,41690631,absolute,25 mg
Ketamine,35.0,mg,41690063,relative_weight,0.5-1.5 mg/kg
Ketamine,105.0,mg,41690063,relative_weight,0.5-1.5 mg/kg
Psilocybin,25.0,mg,41688423,absolute,25 mg
LSD,25.0,mg,41643299,absolute,25 mg
LSD,0.1,mg,41643299,absolute,100 µg
Psilocybin,25.0,mg,41643299,absolute,25 mg
Psilocybin,0.1,mg,41643299,absolute,100 µg
Psilocybin,20.0,mg,41634136,absolute,20 mg
Ayahuasca,56.0,mg,41619760,relative_weight,0.8 mg/kg
Ayahuasca,35.0,mg,41619760,relative_weight,0.5 mg/kg
DMT,56.0,mg,41619760,relative_weight,0.8 mg/kg
DMT,35.0,mg,41619760,relative_weight,0.5 mg/kg
Psilocybin,3.0,mg,41617652,absolute,3 mg
Psilocybin,2.0,mg,41617652,absolute,2 mg
Psilocybin,1.0,mg,41617652,absolute,1 mg
Psilocybin,10.0,mg,41611012,absolute,10-20 mg
Psilocybin,20.0,mg,41611012,absolute,10-20 mg
Psilocybin,25.0,mg,41588876,absolute,25 mg
Psilocybin,10.0,mg,41588876,absolute,10 mg
Psilocybin,25.0,mg,41558304,absolute,25 mg
LSD,0.026,mg,41529826,absolute,26 μg
Psilocybin,25.0,mg,41485073,absolute,25 mg
Ketamine,35.0,mg,41475562,relative_weight,0.5 mg/kg
S-Ketamine,35.0,mg,41475562,relative_weight,0.5 mg/kg
Psilocybin,10.0,mg,41459830,absolute,10 mg
Ketamine,75.0,mg,41456567,absolute,75 mg
Ketamine,0.21,mg,41417647,relative_weight_time,3 μg/kg/min
Psilocybin,25.0,mg,41392767,absolute,25 mg
5-MeO-DMT,10.0,mg,41368982,absolute,10 mg
Ibogaine,10.0,mg,41368982,absolute,10 mg
Ayahuasca,1.0,mg,41342247,absolute,1
Ketamine,35.0,mg,41326978,relative_weight,0.5 mg/kg
Ketamine,14.0,mg,41326978,relative_weight,0.2 mg/kg
LSD,0.0065,mg,41314362,absolute,6.5-20 µg
LSD,0.02,mg,41314362,absolute,6.5-20 µg
LSD,100.0,mg,41314362,absolute,0.1-0.5 g
LSD,500.0,mg,41314362,absolute,0.1-0.5 g
Psilocybin,0.0065,mg,41314362,absolute,6.5-20 µg
Psilocybin,0.02,mg,41314362,absolute,6.5-20 µg
Psilocybin,100.0,mg,41314362,absolute,0.1-0.5 g
Psilocybin,500.0,mg,41314362,absolute,0.1-0.5 g
Ketamine,35.0,mg,41309552,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,41308888,relative_weight,0.5 mg/kg
LSD,0.075,mg,41305961,absolute,75 μg
S-Ketamine,87.5,mg,41265303,relative_weight,1.25 mg/kg
S-Ketamine,17.5,mg,41265303,relative_weight,0.25 mg/kg
Ketamine,35.0,mg,41262415,relative_weight,0.5 mg/kg
Psilocybin,1.0,mg,41257994,absolute,1 mg
Psilocybin,25.0,mg,41257994,absolute,25 mg
Ketamine,75.0,mg,41255293,absolute,75 mg
LSD,0.006,mg,41202873,absolute,6-20 μg
LSD,0.02,mg,41202873,absolute,6-20 μg
LSD,0.008,mg,41202873,absolute,8 μg
Psilocybin,25.0,mg,41186141,absolute,25 mg
Psilocybin,15.0,mg,41186141,absolute,15 mg
Ketamine,37.5,mg,41186022,absolute,37.5-75 mg
Ketamine,75.0,mg,41186022,absolute,37.5-75 mg
Psilocybin,25.0,mg,41184102,absolute,25 mg
Ketamine,35.0,mg,41173838,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,41123905,relative_weight,0.5 mg/kg
Ketamine,70.0,mg,41101490,relative_weight,1 mg/kg
Psilocybin,10.0,mg,41099491,absolute,10-15 mg
Psilocybin,15.0,mg,41099491,absolute,10-15 mg
Psilocybin,20.0,mg,41099491,absolute,20 mg
DMT,10.0,mg,41099491,absolute,10-15 mg
DMT,15.0,mg,41099491,absolute,10-15 mg
DMT,20.0,mg,41099491,absolute,20 mg
Ketamine,35.0,mg,41089629,relative_weight,0.5 mg/kg
Ketamine,45.0,mg,41082834,absolute,45-145 mg
Ketamine,145.0,mg,41082834,absolute,45-145 mg
Ketamine,35.0,mg,41082834,relative_weight,0.5-1.5 mg/kg
Ketamine,105.0,mg,41082834,relative_weight,0.5-1.5 mg/kg
Salvinorin A,7.0,mg,41073402,relative_weight,0.1-10 mg/kg
Salvinorin A,700.0,mg,41073402,relative_weight,0.1-10 mg/kg
MDMA,100.0,mg,41051544,absolute,100 mg
MDMA,20.0,mg,41051544,absolute,20 mg
Psilocybin,25.0,mg,41050149,absolute,25 mg
Ketamine,50.0,mg,41036801,absolute,50 mg
Ketamine,25.0,mg,41036801,absolute,25 mg
Psilocybin,120.0,mg,41035622,absolute,120 mg
Ayahuasca,120.0,mg,41035622,absolute,120 mg
DMT,120.0,mg,41035622,absolute,120 mg
5-MeO-DMT,120.0,mg,41035622,absolute,120 mg
Psilocybin,25.0,mg,40974259,absolute,25 mg
Psilocybin,25.0,mg,40972137,absolute,25 mg
MDMA,20.0,mg,40958371,absolute,20 mg
MDMA,100.0,mg,40958371,absolute,100 mg
LSD,0.015,mg,40917239,absolute,15 µg
LSD,0.015,mg,40917239,absolute,15 μg
Ayahuasca,98.0,mg,40896210,relative_weight,1.4 mg/kg
Ayahuasca,70.0,mg,40896210,relative_weight,1 mg/kg
DMT,98.0,mg,40896210,relative_weight,1.4 mg/kg
DMT,70.0,mg,40896210,relative_weight,1 mg/kg
Psilocybin,25.0,mg,40894333,absolute,25 mg
MDMA,25.0,mg,40894046,absolute,25 mg
MDMA,1.0,mg,40894046,absolute,1 mg
Psilocybin,25.0,mg,40894046,absolute,25 mg
Psilocybin,1.0,mg,40894046,absolute,1 mg
Psilocybin,25.0,mg,40883964,absolute,25 mg
Ketamine,35.0,mg,40882850,relative_weight,0.5 mg/kg
Ketamine,140.0,mg,40879542,relative_weight,2.0/2.5 mg/kg
Ketamine,35.0,mg,40879542,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,40850924,relative_weight,0.50-0.75 mg/kg
Ketamine,52.5,mg,40850924,relative_weight,0.50-0.75 mg/kg
Psilocybin,25.0,mg,40858059,absolute,25 mg
Ketamine,35.0,mg,40844815,relative_weight,0.5 mg/kg
Psilocybin,1500.0,mg,40842948,absolute,1.5 g-3.5 g
Psilocybin,3500.0,mg,40842948,absolute,1.5 g-3.5 g
S-Ketamine,28.0,mg,40831094,relative_weight,0.4 mg/kg
LSD,0.075,mg,40800760,absolute,75 µg
MDMA,105.0,mg,40800376,relative_weight,1.5 mg/kg
Ketamine,35.0,mg,40795937,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,40767785,relative_weight,0.5 mg/kg
S-Ketamine,35.0,mg,40767785,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,40767760,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,40707608,relative_weight,0.5 mg/kg
Psilocybin,25.0,mg,40702912,absolute,25 mg
Psilocybin,1.0,mg,40702912,absolute,1 mg
Psilocybin,25.0,mg,40702912,absolute,25
Ketamine,35.0,mg,40662502,relative_weight,0.5 mg/kg
5-MeO-DMT,12.0,mg,40659913,absolute,12 mg
5-MeO-DMT,9.0,mg,40659913,absolute,9 mg
5-MeO-DMT,6.0,mg,40659913,absolute,6 mg
Psilocybin,25.0,mg,40654586,absolute,25 mg
Psilocybin,1.0,mg,40654586,absolute,1 mg
DMT,0.0,mg,40639043,absolute,0-120 mg
DMT,120.0,mg,40639043,absolute,0-120 mg
5-MeO-DMT,0.0,mg,40639043,absolute,0-120 mg
5-MeO-DMT,120.0,mg,40639043,absolute,0-120 mg
Ketamine,23.8,mg,40619168,relative_weight,0.34 mg/kg
Ketamine,17.5,mg,40619168,relative_weight,0.25 mg/kg
Ketamine,24.5,mg,40619168,relative_weight,0.35 mg/kg
Ketamine,0.35,mg,40619168,absolute,0.35 mg
Psilocybin,10.0,mg,40618640,absolute,10 mg
Psilocybin,1.0,mg,40618640,absolute,1 mg
S-Ketamine,17.5,mg,40607793,relative_weight,0.25 mg/kg
S-Ketamine,84.0,mg,40601310,absolute,84 mg
S-Ketamine,56.0,mg,40601310,absolute,56 mg
DMT,0.6,mg,40532423,absolute,0.6 mg
DMT,60.0,mg,40532423,absolute,60 mg
5-MeO-DMT,2.0,mg,40528856,absolute,"2, 6, 12, 18 mg"
5-MeO-DMT,18.0,mg,40528856,absolute,"2, 6, 12, 18 mg"
S-Ketamine,10.5,mg,40523785,relative_weight_time,0.15 mg/kg/h
S-Ketamine,21.0,mg,40523785,relative_weight,0.3 mg/kg
Psilocybin,18.2,mg,40522607,relative_weight,0.26 mg/kg
Psilocybin,25.0,mg,40518804,absolute,25 mg
Psilocybin,25.0,mg,40499827,absolute,25 mg
LSD,0.025,mg,40482648,absolute,25 μg
LSD,0.2,mg,40482648,absolute,200 μg
LSD,0.1,mg,40482648,absolute,100 μg
MDMA,100.0,mg,40459963,absolute,100 mg
Psilocybin,25.0,mg,40458078,absolute,25 mg
Ketamine,240.0,mg,40446631,absolute,240 mg
Psilocybin,10.0,mg,40440674,absolute,10 and 25 mg
Psilocybin,25.0,mg,40440674,absolute,10 and 25 mg
LSD,0.08,mg,40418105,absolute,80 μg
S-Ketamine,56.0,mg,40411824,absolute,56 mg
DMT,1.5,mg,40356576,absolute,1.5 mg
DMT,60.0,mg,40337754,absolute,60 mg
DMT,15.0,mg,40337754,absolute,15 mg
Psilocybin,1.0,mg,40329640,absolute,1 mg
Psilocybin,25.0,mg,40329640,absolute,25 mg
S-Ketamine,35.0,mg,40324271,relative_weight,0.5 mg/kg
S-Ketamine,17.5,mg,40320348,relative_weight_time,0.25 mg/kg/h
Ketamine,140.0,mg,40320049,relative_weight,2.0 mg/kg
Ketamine,7.7,mg,40320049,relative_weight,0.11 mg/kg
MDMA,120.0,mg,40305021,absolute,120 mg
Ketamine,140.0,mg,40305000,relative_weight,2.0 or 2.5 mg/kg
Ketamine,175.0,mg,40305000,relative_weight,2.0 or 2.5 mg/kg
Ketamine,0.0,mg,40305000,relative_weight,"0,5 mg/kg"
Ketamine,350.0,mg,40305000,relative_weight,"0,5 mg/kg"
S-Ketamine,35.0,mg,40285334,relative_weight,0.5-3 mg/kg
S-Ketamine,210.0,mg,40285334,relative_weight,0.5-3 mg/kg
Psilocybin,21.0,mg,40279353,relative_weight,0.3 mg/kg
Psilocybin,60.0,mg,40258990,absolute,60 mg
Psilocybin,15.0,mg,40258990,absolute,15 mg
Ayahuasca,60.0,mg,40258990,absolute,60 mg
Ayahuasca,15.0,mg,40258990,absolute,15 mg
DMT,60.0,mg,40258990,absolute,60 mg
DMT,15.0,mg,40258990,absolute,15 mg
LSD,0.01,mg,40251818,absolute,10 µg
Psilocybin,20.0,mg,40245969,relative_weight,20-40 mg/70 kg
Psilocybin,40.0,mg,40245969,relative_weight,20-40 mg/70 kg
Psilocybin,25.0,mg,40245934,absolute,25 mg
Psilocybin,25.0,mg,40233965,absolute,25 mg
Ketamine,35.0,mg,40215385,relative_weight,0.5 mg/kg
MDMA,100.0,mg,40209095,absolute,100 mg
Psilocybin,10.0,mg,40205013,absolute,10 mg
Ketamine,35.0,mg,40188855,relative_weight,0.5 mg/kg
Psilocybin,25.0,mg,40171515,absolute,25 mg
Psilocybin,15.0,mg,40171515,absolute,15 mg
Ketamine,3.5,mg,40170626,relative_weight,0.05 mg/kg
Psilocybin,25.0,mg,40144690,absolute,25 mg
Psilocybin,25.0,mg,40129307,absolute,25 mg
Ketamine,14.0,mg,40129096,relative_weight,0.2 mg/kg
Ketamine,35.0,mg,40129096,relative_weight,0.5 mg/kg
Ketamine,56.0,mg,40058488,absolute,56 and 84 mg
Ketamine,84.0,mg,40058488,absolute,56 and 84 mg
Ketamine,28.0,mg,40058488,absolute,"28, 56, or 84 mg"
Ketamine,84.0,mg,40058488,absolute,"28, 56, or 84 mg"
Ketamine,28.0,mg,40058488,absolute,"28, 56, and 84 mg"
Ketamine,84.0,mg,40058488,absolute,"28, 56, and 84 mg"
Ketamine,84.0,mg,40058488,absolute,84 mg
S-Ketamine,56.0,mg,40058488,absolute,56 and 84 mg
S-Ketamine,84.0,mg,40058488,absolute,56 and 84 mg
S-Ketamine,28.0,mg,40058488,absolute,"28, 56, or 84 mg"
S-Ketamine,84.0,mg,40058488,absolute,"28, 56, or 84 mg"
S-Ketamine,28.0,mg,40058488,absolute,"28, 56, and 84 mg"
S-Ketamine,84.0,mg,40058488,absolute,"28, 56, and 84 mg"
S-Ketamine,84.0,mg,40058488,absolute,84 mg
LSD,0.026,mg,40051483,absolute,26 µg
Psilocybin,10.0,mg,40047545,absolute,10 mg
Psilocybin,1.0,mg,40047545,absolute,1 mg
Psilocybin,25.0,mg,40047545,absolute,25 mg
LSD,0.1,mg,40022427,absolute,100 μg
Psilocybin,25.0,mg,40018886,absolute,25 mg
Ketamine,180.0,mg,40015180,absolute,180 mg
Ketamine,210.0,mg,40015180,relative_weight,3 mg/kg
Ketamine,35.0,mg,40012166,relative_weight,0.5 mg/kg
MDMA,25.0,mg,39979849,absolute,25-40 mg
MDMA,40.0,mg,39979849,absolute,25-40 mg
MDMA,50.0,mg,39979849,absolute,50-125 mg
MDMA,125.0,mg,39979849,absolute,50-125 mg
S-Ketamine,17.5,mg,39946130,relative_weight,0.25 mg/kg
Ketamine,35.0,mg,39940002,relative_weight,0.5 mg/kg
Ketamine,63.0,mg,39929500,relative_weight,0.9 mg/kg
Ketamine,52.5,mg,39929500,relative_weight,0.75 mg/kg
Ayahuasca,0.0,mg,39923404,absolute,0
Ayahuasca,0.0,mg,39923404,absolute,0-120 mg
Ayahuasca,120.0,mg,39923404,absolute,0-120 mg
DMT,0.0,mg,39923404,absolute,0
DMT,0.0,mg,39923404,absolute,0-120 mg
DMT,120.0,mg,39923404,absolute,0-120 mg
5-MeO-DMT,0.0,mg,39923404,absolute,0
5-MeO-DMT,0.0,mg,39923404,absolute,0-120 mg
5-MeO-DMT,120.0,mg,39923404,absolute,0-120 mg
Ketamine,0.5,mg,39915701,absolute,0.5 mg
S-Ketamine,0.5,mg,39915701,absolute,0.5 mg
Ketamine,35.0,mg,39899368,relative_weight,0.5 mg/kg
